78101,52955868855
80113,65627830001
24254,930574744292
35182,911640274295
63118,07657802493
40899,86914603468
81376,99409687296
48117,151646608305
67110,01178478725
51613,76427845673
76641,15897018064
29979,237381036317
62293,89536780382
44257,630475660124
29572,404396658825
70460,73669378944
40094,74700199791
20097,610548648314
12491,142171759295
47194,83401473081
5371,962965190491
30464,647029626747
3836,103582303729
99945,71319582831
9866,508099988912
82284,71742649123
44943,40391806881
15600,489580535204
74457,41390200755
20392,126517193487
23746,796236474678
58097,610260229856
67100,74246132198
3621,1341641646964
77711,73688674624
56429,544172832946
48734,35011108602
9737,557472050728
55288,49937992216
45986,464647305605
72966,90907820973
75463,3761177101
267,3335353012729
43761,59050806302
27029,86621728499
2163,84001369444
26641,199423195507
26317,678878346083
31256,09662197574
35207,90560785477
32929,367923851845
70918,1439339215
72259,19837748502
55579,288233892185
64387,769401758276
14855,14581745937
31022,58502662123
6006,810354807712
69129,64833346824
85760,88534990128
81267,56926519844
10699,123789107445
9902,759788943704
56567,28734075195
75754,91815299887
37710,285098055065
87116,95788612023
82783,13303474947
8584,409456328645
96029,09853367168
688,7108263887609
86886,60590522531
40092,15531040404
55676,52834517708
28366,740977885594
64885,146104770516
97605,55388875381
28411,85012835159
26425,597431212467
3473,3914156581227
20100,925081438858
49089,723190650024
64961,710263104746
12723,888031406583
97719,0362827966
53276,630694274885
94499,02109196469
98874,19933818268
68128,86801563049
55426,67615069331
3209,0431770109617
24527,877528938847
70890,118193216
93733,0295831977
64772,803771036415
29465,740223651304
28250,149007129843
22712,776249602684
95759,77030166908
14267,758966031684
16221,162913796172
2649,3236285542675
38371,58555957057
21074,77796304994
13318,614746101099
56207,88332135903
59495,98805490723
81073,20694597668
66001,99612057484
36856,04838112364
10239,056515648615
36664,69854473837
89644,25694256081
81162,75784306315
21451,5076928293
87786,79199395144
31766,367200076184
97615,47212252826
20237,438587895063
56479,32949943887
60308,57384861217
78286,70608403753
40031,59769250845
11545,433172021536
3870,140482603868
6497,529652554023
62553,87562242333
46034,68595885579
63134,494503123526
73566,99700779088
73797,40691853374
54280,07722618741
33106,83703248184
10802,905839145371
38179,30637707184
12349,22276879009
24326,458969854913
89080,72545574448
95080,7099937908
26024,18910801114
47876,15547024028
37673,83263258755
60225,49120684062
73803,24697594727
33796,27652477215
86439,73988973534
70694,60921680614
38921,72998297012
85421,10067427305
41033,285807439366
46845,79342150974
94018,09769645103
33190,42435395191
59509,23993179523
57005,80687888816
74825,21278347865
40649,33319074481
10493,153329367078
61525,33755057562
55145,73948962268
32634,3692297401
58040,679114556195
81634,06071671055
14374,476400995862
61054,37937514502
36372,03255317857
85506,19543537669
70959,36357905125
97209,5635506961
48859,61160839447
9044,48627246115
40446,779751032
41252,32030967339
49963,27210763395
32113,182895467406
65135,657200617636
69178,7287603655
46249,086301166506
12298,285369589368
53868,887352851605
95649,57493293812
